id,kind,seed,mode,best_epoch,stop_epoch,seconds,cfp_f1_percent,oct_f1_percent,branch_mean_f1_percent,host,backbone_lr,host_best_epoch,state
switch_branch_attention_d256_lr6e-05_seed3416_augment_linear_resample_new_only,component_diagnostic,3416,linear_resample,,,,68.12537231361408,61.384708568233705,64.75504044092389,attention_d256,6e-05,7,new_only
switch_branch_attention_d256_lr6e-05_seed3416_augment_linear_resample_both_off,component_diagnostic,3416,linear_resample,,,,64.58795516580523,61.05080125945768,62.81937821263145,attention_d256,6e-05,7,both_off
switch_branch_attention_d256_lr6e-05_seed3417_augment_radon_both_on,component_diagnostic,3417,radon,,,,67.22636319015604,66.21467378897867,66.72051848956735,attention_d256,6e-05,0,both_on
switch_branch_attention_d256_lr6e-05_seed3417_augment_radon_host_only,component_diagnostic,3417,radon,,,,64.13363337372338,57.13810948108057,60.63587142740198,attention_d256,6e-05,0,host_only
switch_branch_attention_d256_lr6e-05_seed3417_augment_radon_new_only,component_diagnostic,3417,radon,,,,66.50780044573976,64.18264840182648,65.34522442378312,attention_d256,6e-05,0,new_only
switch_branch_attention_d256_lr6e-05_seed3417_augment_radon_both_off,component_diagnostic,3417,radon,,,,62.14657738095239,53.25572000440706,57.70114869267972,attention_d256,6e-05,0,both_off
switch_branch_attention_d256_lr6e-05_seed3417_augment_linear_resample_both_on,component_diagnostic,3417,linear_resample,,,,66.19152046783626,63.4065934065934,64.79905693721483,attention_d256,6e-05,0,both_on
switch_branch_attention_d256_lr6e-05_seed3417_augment_linear_resample_host_only,component_diagnostic,3417,linear_resample,,,,65.349125464812,62.502303298323206,63.9257143815676,attention_d256,6e-05,0,host_only
switch_branch_attention_d256_lr6e-05_seed3417_augment_linear_resample_new_only,component_diagnostic,3417,linear_resample,,,,62.07732784259894,60.717788933125604,61.397558387862276,attention_d256,6e-05,0,new_only
switch_branch_attention_d256_lr6e-05_seed3417_augment_linear_resample_both_off,component_diagnostic,3417,linear_resample,,,,61.40095782124517,59.77466751843893,60.58781266984205,attention_d256,6e-05,0,both_off
switch_branch_attention_d256_lr6e-05_seed3418_augment_radon_both_on,component_diagnostic,3418,radon,,,,67.18441053774502,67.56756756756756,67.3759890526563,attention_d256,6e-05,17,both_on
switch_branch_attention_d256_lr6e-05_seed3418_augment_radon_host_only,component_diagnostic,3418,radon,,,,55.801493192797544,33.33333333333333,44.56741326306543,attention_d256,6e-05,17,host_only
switch_branch_attention_d256_lr6e-05_seed3418_augment_radon_new_only,component_diagnostic,3418,radon,,,,63.84103389617655,35.38277511961723,49.61190450789689,attention_d256,6e-05,17,new_only
switch_branch_attention_d256_lr6e-05_seed3418_augment_radon_both_off,component_diagnostic,3418,radon,,,,47.165387894288145,33.33333333333333,40.24936061381074,attention_d256,6e-05,17,both_off
switch_branch_attention_d256_lr6e-05_seed3418_augment_linear_resample_both_on,component_diagnostic,3418,linear_resample,,,,66.8918918918919,69.91560747770278,68.40374968479733,attention_d256,6e-05,17,both_on
switch_branch_attention_d256_lr6e-05_seed3418_augment_linear_resample_host_only,component_diagnostic,3418,linear_resample,,,,65.85928489042676,70.23629964806435,68.04779226924555,attention_d256,6e-05,17,host_only
switch_branch_attention_d256_lr6e-05_seed3418_augment_linear_resample_new_only,component_diagnostic,3418,linear_resample,,,,63.310838727448,62.74539787096395,63.02811829920597,attention_d256,6e-05,17,new_only
switch_branch_attention_d256_lr6e-05_seed3418_augment_linear_resample_both_off,component_diagnostic,3418,linear_resample,,,,63.310838727448,62.6890756302521,62.99995717885005,attention_d256,6e-05,17,both_off
