model_view_id,checkpoint_sha256,split,condition,metric,paired_minus_perturbed_pp
ebc675997c1454051cdf8b8981d2e67f29dffee8a7f0fe955f48bd1fe41a4ca5,6bab36ae252cf43cd86c421991858cce5c5df2da2618e777ef1332a97f6826e1,test,shuffle_cfp_to_oct,oct,6.677478702570793
ebc675997c1454051cdf8b8981d2e67f29dffee8a7f0fe955f48bd1fe41a4ca5,6bab36ae252cf43cd86c421991858cce5c5df2da2618e777ef1332a97f6826e1,test,shuffle_cfp_to_oct,mean,3.3387393512853913
ebc675997c1454051cdf8b8981d2e67f29dffee8a7f0fe955f48bd1fe41a4ca5,6bab36ae252cf43cd86c421991858cce5c5df2da2618e777ef1332a97f6826e1,test,shuffle_both,cfp,2.8216373739201384
ebc675997c1454051cdf8b8981d2e67f29dffee8a7f0fe955f48bd1fe41a4ca5,6bab36ae252cf43cd86c421991858cce5c5df2da2618e777ef1332a97f6826e1,test,shuffle_both,oct,6.677478702570793
ebc675997c1454051cdf8b8981d2e67f29dffee8a7f0fe955f48bd1fe41a4ca5,6bab36ae252cf43cd86c421991858cce5c5df2da2618e777ef1332a97f6826e1,test,shuffle_both,mean,4.7495580382454605
844276815264ca26522c6bbe935534f8208cb92202369d7a376c1a3aa3e7bb9a,cd352da2d5b95e840aa859e28aaf7571cc5949258359eef1da7d9a7bcf6e6eeb,development,disable_oct_to_cfp,cfp,4.794171799920921
844276815264ca26522c6bbe935534f8208cb92202369d7a376c1a3aa3e7bb9a,cd352da2d5b95e840aa859e28aaf7571cc5949258359eef1da7d9a7bcf6e6eeb,development,disable_oct_to_cfp,oct,0.0
844276815264ca26522c6bbe935534f8208cb92202369d7a376c1a3aa3e7bb9a,cd352da2d5b95e840aa859e28aaf7571cc5949258359eef1da7d9a7bcf6e6eeb,development,disable_oct_to_cfp,mean,2.3970858999604605
844276815264ca26522c6bbe935534f8208cb92202369d7a376c1a3aa3e7bb9a,cd352da2d5b95e840aa859e28aaf7571cc5949258359eef1da7d9a7bcf6e6eeb,development,disable_cfp_to_oct,cfp,0.0
844276815264ca26522c6bbe935534f8208cb92202369d7a376c1a3aa3e7bb9a,cd352da2d5b95e840aa859e28aaf7571cc5949258359eef1da7d9a7bcf6e6eeb,development,disable_cfp_to_oct,oct,35.92026512341099
844276815264ca26522c6bbe935534f8208cb92202369d7a376c1a3aa3e7bb9a,cd352da2d5b95e840aa859e28aaf7571cc5949258359eef1da7d9a7bcf6e6eeb,development,disable_cfp_to_oct,mean,17.9601325617055
844276815264ca26522c6bbe935534f8208cb92202369d7a376c1a3aa3e7bb9a,cd352da2d5b95e840aa859e28aaf7571cc5949258359eef1da7d9a7bcf6e6eeb,development,disable_both,cfp,4.794171799920921
844276815264ca26522c6bbe935534f8208cb92202369d7a376c1a3aa3e7bb9a,cd352da2d5b95e840aa859e28aaf7571cc5949258359eef1da7d9a7bcf6e6eeb,development,disable_both,oct,35.92026512341099
844276815264ca26522c6bbe935534f8208cb92202369d7a376c1a3aa3e7bb9a,cd352da2d5b95e840aa859e28aaf7571cc5949258359eef1da7d9a7bcf6e6eeb,development,disable_both,mean,20.35721846166596
844276815264ca26522c6bbe935534f8208cb92202369d7a376c1a3aa3e7bb9a,cd352da2d5b95e840aa859e28aaf7571cc5949258359eef1da7d9a7bcf6e6eeb,development,shuffle_oct_to_cfp,cfp,4.502848291404582
844276815264ca26522c6bbe935534f8208cb92202369d7a376c1a3aa3e7bb9a,cd352da2d5b95e840aa859e28aaf7571cc5949258359eef1da7d9a7bcf6e6eeb,development,shuffle_oct_to_cfp,oct,0.0
